centroids:
avg=772.23 
16422	1
8262	1
8268	1
8304	2
8319	3
8373	1
8379	1
16593	1
8430	1
8448	1
258	1
261	4
8454	1
264	6
267	4
270	6
273	5
276	4
279	12
282	9
285	11
288	5
291	7
294	7
297	110
300	1064
303	997
306	908
309	926
312	866
315	844
318	800
321	786
324	729
327	726
330	669
333	649
336	649
339	619
342	540
345	556
348	592
351	509
354	519
357	468
360	462
363	452
366	418
369	423
372	379
375	399
378	358
381	326
384	332
387	295
390	346
393	306
396	294
399	273
402	294
405	282
8598	1
408	284
411	257
414	231
417	211
420	250
423	217
426	218
429	207
432	202
435	187
438	177
441	188
8634	1
444	167
447	189
8640	1
450	157
453	166
456	174
459	158
462	153
465	151
468	144
471	126
474	128
477	148
480	120
483	145
8676	1
486	134
489	109
492	102
495	106
498	119
501	120
504	126
507	109
510	96
513	109
516	104
519	103
522	112
525	90
528	93
531	118
8724	1
534	71
537	102
540	83
543	86
546	99
549	91
552	68
555	74
558	76
561	73
564	71
567	62
570	83
573	74
576	81
579	60
582	84
585	71
588	67
591	70
594	55
597	63
600	62
603	76
606	56
609	59
612	59
615	54
618	61
8811	1
621	74
624	67
8817	1
627	64
630	51
633	56
636	62
639	49
642	56
645	57
648	48
651	79
654	52
657	53
660	50
663	54
666	57
669	47
672	44
8865	1
675	48
678	53
681	47
684	51
687	53
690	46
693	48
696	43
699	50
702	43
705	41
708	45
711	47
714	49
717	37
720	40
723	42
726	54
729	33
8922	1
732	40
735	42
738	51
741	34
744	55
747	45
750	48
753	39
756	33
759	37
762	38
765	34
768	34
771	30
774	50
777	37
780	41
783	31
786	39
789	34
792	32
795	33
798	40
801	35
804	39
8997	1
807	35
810	33
813	39
816	44
819	30
822	31
825	40
828	41
831	32
834	30
837	28
840	34
843	29
846	29
849	29
852	39
855	35
858	24
861	35
9054	1
864	29
867	26
870	30
873	22
876	28
879	30
882	36
885	39
888	25
891	39
894	28
897	29
900	29
903	31
906	36
909	34
9102	1
912	32
915	30
918	29
921	34
924	33
927	30
930	30
933	25
936	22
939	35
942	28
945	40
948	38
951	27
954	43
957	30
960	27
963	23
966	30
969	33
972	30
975	36
978	30
981	33
984	29
987	24
990	26
993	29
996	26
999	22
1002	34
1005	26
1008	23
1011	31
1014	26
1017	29
1020	29
1023	19
1026	33
1029	21
1032	32
1035	24
1038	30
1041	23
1044	32
1047	28
1050	27
1053	34
1056	29
1059	23
1062	22
1065	34
1068	26
1071	26
1074	21
1077	21
1080	28
1083	38
1086	20
1089	35
1092	20
1095	28
1098	23
1101	22
1104	22
1107	26
1110	23
1113	19
1116	27
1119	23
1122	21
1125	27
1128	25
1131	21
1134	26
1137	31
9330	1
1140	18
1143	18
1146	12
9339	1
1149	14
1152	27
1155	23
1158	20
1161	17
1164	19
1167	23
1170	14
1173	27
1176	21
1179	31
1182	23
1185	18
1188	17
1191	30
1194	18
1197	22
1200	22
1203	20
1206	23
1209	13
1212	23
