centroids:
avg=993.978 
283	1
284	1
285	1
287	1
288	1
290	1
291	2
294	1
296	1
297	2
298	2
299	3
300	3
301	883
302	875
303	906
304	842
305	830
306	834
307	833
308	835
309	818
310	828
311	861
312	837
313	887
314	888
315	804
316	805
317	838
318	868
319	783
320	775
321	761
322	798
323	795
324	823
325	757
326	822
327	799
328	803
329	800
330	834
331	743
332	743
333	772
334	776
335	819
336	823
337	756
338	754
339	729
340	741
341	809
342	703
343	728
344	731
345	667
346	781
347	741
348	722
349	763
350	691
351	673
352	706
353	717
354	725
355	691
356	663
357	671
358	703
359	656
360	664
361	669
362	680
363	633
364	620
365	653
366	666
367	655
368	629
369	674
370	633
371	639
372	619
373	594
374	683
375	587
376	611
377	602
378	546
379	587
380	609
381	638
382	616
383	640
384	571
385	603
386	580
387	621
388	578
389	549
390	587
391	559
392	550
393	598
394	562
395	591
396	576
397	529
398	560
399	523
400	526
401	552
402	551
403	512
404	501
405	513
406	488
407	520
408	511
409	508
410	554
411	498
412	539
413	501
414	504
415	496
416	477
417	517
418	501
419	461
420	537
421	501
422	451
423	479
424	446
425	449
426	448
427	431
428	461
429	440
430	429
431	468
432	407
433	475
434	463
435	445
436	456
437	446
438	453
439	469
440	441
441	408
442	442
443	453
444	398
445	416
446	422
447	418
448	410
449	398
450	442
451	366
452	395
453	380
454	419
455	382
456	385
457	373
458	394
459	390
460	387
461	405
462	380
463	399
464	400
465	381
466	391
467	367
468	383
469	412
470	378
471	356
472	356
473	337
474	347
475	371
476	326
477	361
478	368
479	351
480	381
481	333
482	330
483	342
484	331
485	348
486	331
487	321
488	317
489	330
490	355
491	292
492	314
493	333
494	303
495	340
496	326
497	319
498	290
499	320
500	316
501	345
502	338
503	301
504	334
505	292
506	301
507	343
508	304
509	299
510	339
511	313
512	306
513	319
514	322
515	314
516	294
517	281
518	300
519	308
520	305
521	289
522	284
523	250
524	312
525	283
526	297
527	261
528	305
529	276
530	288
531	306
532	280
533	261
534	264
535	265
536	264
537	296
538	294
539	280
540	247
541	286
542	232
543	271
544	257
545	268
546	266
547	276
548	263
549	273
550	243
551	259
552	236
553	224
554	232
555	242
556	261
557	240
558	251
559	248
560	238
561	259
562	280
563	268
564	285
565	252
566	243
567	215
568	231
569	220
570	248
571	259
572	231
573	222
574	252
575	224
576	242
577	240
578	240
579	233
580	253
581	236
582	241
583	252
584	229
585	235
586	235
587	205
588	208
589	228
590	186
591	199
592	257
593	218
594	211
595	217
596	214
597	233
598	222
599	188
600	204
601	184
602	208
603	184
604	193
605	238
606	196
607	206
608	197
609	192
610	200
611	203
612	228
613	198
614	208
615	208
616	185
617	164
618	190
619	205
620	190
621	194
622	208
623	184
624	211
625	175
626	183
627	218
628	189
629	203
630	179
631	220
632	202
633	190
634	184
635	186
636	179
637	182
638	167
639	213
640	198
641	189
642	204
643	202
644	191
645	201
646	167
647	163
648	198
649	170
650	180
651	162
652	202
653	167
654	168
655	194
656	186
657	185
658	181
659	167
660	147
661	175
662	174
663	162
664	177
665	152
666	166
667	167
668	169
669	162
670	193
671	159
672	161
673	171
674	139
675	166
676	173
677	142
678	147
679	187
680	178
681	153
682	140
683	158
684	171
685	168
686	158
687	155
688	161
689	152
690	152
691	168
692	163
693	152
694	166
695	160
696	153
697	142
698	144
699	166
700	143
701	145
702	161
703	143
704	167
705	183
706	143
707	144
708	144
709	136
710	153
711	152
712	169
713	137
714	154
715	144
716	139
717	143
718	137
719	139
720	146
721	150
722	155
723	161
724	158
725	136
726	149
727	147
728	153
729	141
730	127
731	163
732	119
733	129
734	143
735	140
736	144
737	128
738	139
739	136
740	140
741	136
742	124
743	128
744	127
745	136
746	135
747	126
748	144
749	135
750	140
751	145
752	123
753	145
754	136
755	143
756	126
757	128
758	126
759	142
760	114
761	139
762	129
763	144
764	126
765	132
766	139
767	129
768	135
769	118
770	132
771	140
772	134
773	133
774	113
775	124
776	135
777	129
778	154
779	109
780	115
781	138
782	129
783	113
784	109
785	122
786	105
787	128
788	119
789	97
790	121
791	119
792	139
793	105
794	108
795	120
796	100
797	135
798	121
799	115
800	125
801	104
802	109
803	127
804	122
805	114
806	129
807	129
808	117
809	124
810	117
811	103
812	122
813	133
814	111
815	92
816	131
817	114
818	114
819	119
820	100
821	94
822	126
823	112
824	118
825	108
826	110
827	126
828	121
829	114
830	123
831	120
832	100
833	107
834	117
835	103
836	102
837	117
838	100
839	111
840	108
841	133
842	112
843	90
844	107
845	99
846	101
847	98
848	98
849	114
850	105
851	109
852	97
853	98
854	102
855	100
856	96
857	122
858	102
859	99
860	108
861	115
862	106
863	104
864	111
865	91
866	90
867	90
868	107
869	108
870	103
871	110
872	110
873	85
874	75
875	98
876	95
877	111
878	105
879	94
880	109
881	91
882	99
883	96
884	101
885	103
886	99
887	101
888	97
889	90
890	101
891	95
892	95
893	124
894	101
895	105
896	93
897	86
898	102
899	97
900	105
901	110
902	80
903	89
904	101
905	89
906	90
907	94
908	89
909	88
910	83
911	84
912	106
913	89
914	79
915	91
916	109
917	84
918	90
919	88
920	90
921	111
922	97
923	72
924	99
925	101
926	98
927	83
928	93
929	92
930	91
931	106
932	94
933	90
934	87
935	94
936	97
937	79
938	74
939	92
940	99
941	74
942	89
943	69
944	88
945	80
946	109
947	81
948	85
949	91
950	87
951	81
952	97
953	77
954	83
955	100
956	94
957	100
958	90
959	93
960	103
961	74
962	82
963	92
964	90
965	86
966	84
967	85
968	75
969	73
970	73
971	98
972	97
973	92
974	73
975	94
976	106
977	75
978	99
979	90
980	79
981	83
982	90
983	82
984	76
985	80
986	89
987	86
988	94
989	69
990	99
991	81
992	79
993	76
994	84
995	93
996	70
997	78
998	78
999	89
1000	89
1001	81
1002	78
1003	89
1004	74
1005	87
1006	57
1007	79
1008	81
1009	69
1010	71
1011	81
1012	73
1013	77
1014	93
1015	82
1016	78
1017	87
1018	75
1019	63
1020	76
1021	84
1022	68
1023	77
1024	81
1025	74
1026	67
1027	63
1028	75
1029	70
1030	59
1031	73
1032	83
1033	68
1034	87
1035	63
1036	69
1037	64
1038	65
1039	59
1040	76
1041	77
1042	63
1043	84
1044	79
1045	72
1046	69
1047	66
1048	97
1049	80
1050	79
1051	74
1052	83
